,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m
16,"LINESTRING (-1.7814462 50.7356166, -1.7813178 50.7355998)",780528c4-335e-4aa0-bfb6-428d9a793a7d,Transport,New,Barrack Road,,5a879177-b0ac-4ea3-8e51-a193d571e929,Pavement,2023-09-14,,,A Road,9.257,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-04-07,Automated Process,2.37,1.34
17,"LINESTRING (-1.7809645 50.7355535, -1.7808915 50.7355439)",8a9cb043-db88-471a-ab1f-44bf61343a89,Transport,New,Barrack Road,,48afa525-244a-4b9a-8bae-a26961525611,Pavement,2023-09-14,,,A Road,5.258,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-29,Automated Process,1.7,1.28
18,"LINESTRING (-1.7814462 50.7356166, -1.7813178 50.7355998)",8fcc0293-ebb3-438f-8c9f-9818e94812e2,Transport,New,Barrack Road,,5a879177-b0ac-4ea3-8e51-a193d571e929,Pavement,2023-09-14,,,A Road,9.257,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-29,Automated Process,2.05,1.13
19,"LINESTRING (-1.7796761 50.7356932, -1.7797046 50.7356752, -1.779804 50.7356215, -1.7799886 50.7355319, -1.7800312 50.735523, -1.7800737 50.7355141, -1.7800746 50.7355139, -1.7802014 50.7354873, -1.7803148 50.7354876)",95f9a458-15ac-40e4-abc5-786767ab250e,Transport,Modified Attributes,Barrack Road,,9d0880e9-6594-4ce9-8f1e-432f463949a1,Pavement,2023-11-10,,,A Road,52.261,,,Urban,,,,A35,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-29,Automated Process,2.44,0.98
20,"LINESTRING (-1.7809645 50.7355535, -1.7808915 50.7355439)",97d4123c-a7c1-4f67-88d3-167dcc475e0c,Transport,New,Barrack Road,,48afa525-244a-4b9a-8bae-a26961525611,Pavement,2023-09-14,,,A Road,5.258,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-04-07,Automated Process,1.76,1.4
21,"LINESTRING (-1.7807752 50.7355566, -1.7807595 50.735555, -1.780732 50.735552, -1.7807295 50.7355504, -1.7806796 50.7355185)",a9499531-8f2c-48ac-8643-dfa845dcba90,Transport,Modified Attributes,Barrack Road,,306f7d92-073a-4214-9227-a5446432bdb2,Pavement,2023-11-10,,,A Road,8.337,,,Urban,,,,A35,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-29,Automated Process,1.6,1.07
22,"LINESTRING (-1.7803148 50.7354876, -1.7802166 50.7354809)",ad5e5c8c-9c1d-4eef-bcf2-987a00cf6278,Transport,New,Barrack Road,,149a6f64-1ed1-46bb-827f-b83ac0783f29,Pavement,2023-09-14,,,A Road,6.968,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-29,Automated Process,2.29,1.31
23,"LINESTRING (-1.7802149 50.7354808, -1.7800369 50.7354688, -1.779904 50.7354598, -1.7798367 50.7354597)",d0c1abce-a515-42f3-9838-3a18b1484f54,Transport,Modified Attributes,Barrack Road,,780683fc-73d2-4ed9-9b7c-9d244bbfc0be,Pavement,2023-11-10,,,A Road,26.817,,,Urban,,,,A35,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-29,Automated Process,2.39,0.85
24,"LINESTRING (-1.780465 50.7355376, -1.7804467 50.7355725, -1.7804401 50.735585)",d8bbff62-5d0d-4902-8714-7d51da8bbe30,Transport,New,,,32b48d1a-65ce-4b1d-aea2-e5f3bbf85650,Pavement,2023-09-14,,,Local Access Road,5.562,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-04-07,Automated Process,1.65,1.48
25,"LINESTRING (-1.7799785 50.7355368, -1.7799886 50.7355319, -1.7800312 50.735523, -1.7800737 50.7355141, -1.7800746 50.7355139, -1.7802014 50.7354873, -1.7803148 50.7354876)",d8e5aaa9-1387-4519-8670-24a28b664409,Transport,Modified Geometry And Attributes,Barrack Road,,9d0880e9-6594-4ce9-8f1e-432f463949a1,Pavement,2023-11-10,,,A Road,24.708,,,Urban,,,,A35,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-05-29,Automated Process,2.34,0.85
26,"LINESTRING (-1.7807463 50.7355535, -1.780732 50.735552, -1.7807295 50.7355504, -1.7806987 50.7355307)",ded880fe-94f5-48d6-bc4a-bb9acfd36441,Transport,Modified Attributes,Barrack Road,,306f7d92-073a-4214-9227-a5446432bdb2,Pavement,2023-11-10,,,A Road,4.362,,,Urban,,,,A35,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-04-07,Automated Process,1.34,1.0
27,"LINESTRING (-1.7808915 50.7355439, -1.7808262 50.7355613, -1.7808238 50.7355619, -1.7808 50.7355593, -1.7807752 50.7355566)",facc092e-63f8-4a25-8946-5a08a1f98a30,Transport,New,Barrack Road,,f2ff5e2f-af05-4bee-bce4-f35e8bcdf2f1,Pavement,2023-09-14,,,A Road,8.663,,,Urban,,,,A35,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-29,Automated Process,1.67,0.97
0,"LINESTRING (-1.4906966 52.4075613, -1.4908049 52.4069098, -1.4908071 52.4064927)",39f6faef-0460-4086-8057-1c287e44f376,Transport,New,St Georges Road,,7fa07e23-1c88-4922-ba5e-5a652430cb21,Pavement,2023-11-10,,,Local Road,119.242,St George's Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2023-04-25,Automated Process,2.19,1.12
1,"LINESTRING (-1.4898599 52.4073317, -1.4901457 52.4074162, -1.4902163 52.407437, -1.4902775 52.4074604, -1.4903118 52.4074735, -1.4903643 52.4074935, -1.4904928 52.4075522, -1.4905461 52.4075787)",598e02db-9eeb-49ea-b2aa-b6b00fb6f74b,Transport,New,Binley Road,,5ab279ee-ec92-4fa3-b3e2-738daa9acb39,Pavement,2023-11-10,,,A Road Primary,54.381,,,Urban,,,,A428,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2023-04-25,Automated Process,2.04,1.0
2,"LINESTRING (-1.4892419 52.407176, -1.4898577 52.407331)",6ff6c251-617e-4b73-828c-300dc869f30c,Transport,Modified Attributes,Binley Road,,8fa5750f-1136-496d-905d-d75a42925674,Pavement,2023-11-10,,,A Road Primary,45.303,,,Urban,,,,A428,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2023-04-25,Automated Process,2.52,1.02
3,"LINESTRING (-1.4906993 52.4075453, -1.4907045 52.4075137)",72616867-c22f-4161-9d13-6fc03bbb97ac,Transport,New,St Georges Road,,7fa07e23-1c88-4922-ba5e-5a652430cb21,Pavement,2023-11-10,,,Local Road,3.526,St George's Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2023-04-25,Automated Process,1.57,1.13
4,"LINESTRING (-1.4907063 52.4075028, -1.4908049 52.4069098, -1.4908071 52.4064927)",d32b8c05-c010-4d4f-ba97-3175f01a2afb,Transport,Modified Attributes,St Georges Road,,7fa07e23-1c88-4922-ba5e-5a652430cb21,Pavement,2023-11-10,,,Local Road,112.702,St George's Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2023-04-25,Automated Process,1.57,1.13
5,"LINESTRING (-1.4907766 52.4076615, -1.4907906 52.4076634, -1.4908667 52.4076691, -1.4909344 52.4076734, -1.4909614 52.4076736, -1.4909834 52.4076711, -1.4910059 52.4076676, -1.491028 52.407661, -1.4910643 52.4076446)",e698af07-f9e4-4877-928b-89cac92917bd,Transport,New,Gulson Road,,b273c26a-f824-4dba-a6b7-333a188aa30d,Pavement,2023-11-10,,,Minor Road,20.502,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2023-04-25,Automated Process,2.92,1.17
0,"LINESTRING (-1.4698353 52.9232551, -1.4697806 52.9234613, -1.4697652 52.9235062, -1.4697392 52.9235852, -1.4697271 52.9236222, -1.4697145 52.9236608, -1.4697037 52.9236937)",1579319b-184b-41c3-bbff-3835e617b489,Transport,New,St Alkmunds Way,,e399fe20-2c4b-4dce-9e1c-d9a6b86f7e6c,Pavement,2023-09-14,,,A Road,49.593,St Alkmund's Way,,Urban,,,,A601,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-22,Automated Process,4.03,1.18
1,"LINESTRING (-1.4694972 52.923523, -1.4695743 52.9232986, -1.4695887 52.923246)",35a3ad4a-de41-4039-ae89-aa01551204bc,Transport,New,St Alkmunds Way,,a559f021-15bd-43e5-8051-abcfac284353,Pavement,2023-09-14,,,A Road,31.426,St Alkmund's Way,,Urban,,,,A601,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-09-18,Automated Process,2.93,1.27
2,"LINESTRING (-1.469684 52.9217895, -1.469562 52.9220452, -1.4695634 52.9221704, -1.4695915 52.9222587, -1.4696284 52.9223417, -1.4697028 52.9224602, -1.469783 52.9225857, -1.4698314 52.9226829, -1.4698679 52.922803, -1.4698839 52.922991, -1.4698892 52.9230522, -1.4698868 52.923061, -1.4698851 52.9230674, -1.4698373 52.9232476, -1.4698356 52.9232539)",5c0f4611-a71d-4297-ab7f-b314352157af,Transport,New,St Alkmunds Way,,e0130523-2700-45dd-86a8-f3df10951a7c,Pavement,2023-09-14,,,A Road,167.527,St Alkmund's Way,,Urban,,,,A601,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-04-22,Automated Process,2.67,1.07
3,"LINESTRING (-1.4695887 52.923246, -1.469621 52.923128, -1.4696234 52.9231037, -1.4696238 52.9230997, -1.4696239 52.9230989, -1.469638 52.9229573, -1.4696386 52.9229033, -1.4696103 52.9227863, -1.4695812 52.9227323, -1.4695435 52.922662)",a2553929-927e-4b58-b067-8e5c25255adf,Transport,Modified Attributes,St Alkmunds Way,,0ad0e7d5-613d-4f6f-9a9a-09f61eb924e4,Pavement,2023-11-10,,,A Road,66.024,St Alkmund's Way,,Urban,,,,A601,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2017-08-28,Automated Process,2.93,1.28
0,"LINESTRING (-1.138384 53.5186816, -1.1382557 53.5188576, -1.1381929 53.5189655)",0d8056a3-2589-43f6-b9d3-adea1f9a7461,Transport,New,St Sepulchre Gate West,,bc460289-dc24-47dc-b392-cd1e56b68053,Pavement,2023-09-14,,,Minor Road,34.05,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-05-15,Automated Process,2.31,0.49
1,"LINESTRING (-1.1389046 53.5180982, -1.1388591 53.5181069, -1.1387981 53.5181424, -1.1387056 53.5182406, -1.1385162 53.5185003)",806b1eda-0216-4262-b9e9-c569943b497c,Transport,New,St Sepulchre Gate West,,51d318d5-93f5-4e04-982a-45a759eb88ee,Pavement,2023-11-10,,,Minor Road,52.854,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-05-15,Automated Process,2.47,1.32
2,"LINESTRING (-1.1388601 53.5181067, -1.1388591 53.5181069, -1.1387981 53.5181424, -1.1387056 53.5182406, -1.1383847 53.5186807)",9d93a15f-8315-472c-afc8-c0610ab27677,Transport,Modified Geometry And Attributes,St Sepulchre Gate West,,51d318d5-93f5-4e04-982a-45a759eb88ee,Pavement,2023-11-10,,,Minor Road,71.634,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2015-05-15,Automated Process,2.49,1.14
3,"LINESTRING (-1.1383847 53.5186807, -1.1382557 53.5188576, -1.1381915 53.5189679)",ab581879-2c86-46b1-8ab6-1d1f73cc7e89,Transport,New,St Sepulchre Gate West,,bc460289-dc24-47dc-b392-cd1e56b68053,Pavement,2023-09-14,,,Minor Road,34.452,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-05-15,Automated Process,2.5,1.47
4,"LINESTRING (-1.1373629 53.5182796, -1.137412 53.518253)",af3fadfb-baf9-4448-9237-c479d90875fa,Transport,New,Grove Place,,57d5b64e-fa8b-40b0-99e1-4180a874a434,Pavement,2023-09-14,,,Local Road,4.396,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-05-15,Automated Process,2.41,1.2
5,"LINESTRING (-1.1386844 53.5177269, -1.138684 53.5177277, -1.138684 53.5177279, -1.1384794 53.518239, -1.1383695 53.5184539, -1.1382612 53.518588, -1.1381071 53.5187487, -1.1379843 53.5188556, -1.1378771 53.5189358, -1.1377907 53.5190027, -1.1377906 53.5190027, -1.1377856 53.5190067, -1.1377849 53.5190072)",b200971e-ec8a-443d-8d89-87d9b97ddc30,Transport,New,Cleveland Street,,9cd716e2-ea56-4cbf-b8a4-a24013caf46a,Pavement,2023-09-14,,,A Road Primary,156.563,,,Urban,,,,A630,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-05-15,Automated Process,2.21,0.4
6,"LINESTRING (-1.1384053 53.5178774, -1.1383228 53.5181143, -1.1382677 53.5182644, -1.1381898 53.5183897, -1.1380199 53.5185862, -1.1379123 53.5186843, -1.1377132 53.5188357, -1.1374274 53.5190452, -1.1374113 53.519057)",c4bbd4a9-715d-4fb2-bd2f-31a2d701762f,Transport,New,Cleveland Street,,527c9c7a-d6b8-4196-97d0-a8a8acede8c8,Pavement,2023-09-14,,,A Road Primary,149.649,,,Urban,,,,A630,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-04-20,Automated Process,0.76,0.41
7,"LINESTRING (-1.137412 53.518253, -1.1374845 53.5182139, -1.1374166 53.5181635)",d09bb13a-0b19-4c57-a7d3-3ab8c761faeb,Transport,New,,,94f14990-48c4-4fec-81ef-680363c38724,Pavement,2023-09-14,,,Local Road,13.677,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2015-05-15,Automated Process,1.34,1.17
8,"LINESTRING (-1.137412 53.518253, -1.1374845 53.5182139)",db9f2e68-8807-46b3-875c-74de5cb92f21,Transport,New,,,94f14990-48c4-4fec-81ef-680363c38724,Pavement,2023-09-14,,,Local Road,6.489,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-06-16,Automated Process,1.74,0.99
9,"LINESTRING (-1.1385032 53.5185182, -1.1383847 53.5186807)",e232a019-4808-4bdf-9d18-5d47237593e2,Transport,Modified Attributes,St Sepulchre Gate West,,51d318d5-93f5-4e04-982a-45a759eb88ee,Pavement,2023-11-10,,,Minor Road,19.713,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2015-05-15,Automated Process,2.47,1.32
10,"LINESTRING (-1.1370638 53.5184411, -1.137412 53.518253)",e62ec505-f4aa-4f1f-9bae-92b8da0be061,Transport,New,Grove Place,,57d5b64e-fa8b-40b0-99e1-4180a874a434,Pavement,2023-09-14,,,Local Road,31.156,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2022-06-16,Automated Process,1.77,0.96
0,"LINESTRING (-4.5593163 55.9431815, -4.559857 55.9432703)",144a47f9-dcac-46db-9996-72975eb48d69,Transport,Modified Attributes,Glasgow Road,,88fdc726-0c3c-4f0e-b6e5-a7fb64ac5a45,Pavement,2023-11-10,,,A Road,35.199,,,Urban,,,,A814,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-21,Automated Process,2.3,1.14
1,"LINESTRING (-4.5585419 55.9430372, -4.5585769 55.9430452, -4.5592381 55.9431678)",31ccb55c-cdfb-48ff-9186-6ca3f63d425d,Transport,New,Glasgow Road,,5375d6b6-8ea6-448d-8144-30c0d9c3d262,Pavement,2023-09-14,,,A Road,45.871,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,2.45,1.45
2,"LINESTRING (-4.5592282 55.9432096, -4.5592184 55.9432515, -4.5592158 55.9432625)",3d2e160a-55cf-4967-a2b8-4409eb3d7af0,Transport,New,,,432105d8-cb9c-442d-b7ea-8cca4f28f3bf,Pavement,2023-09-14,,,Restricted Secondary Access Road,5.939,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,2.87,1.24
3,"LINESTRING (-4.5593163 55.9431815, -4.5597969 55.9432604)",4293eb53-380f-444d-bf22-63c8fe1f8525,Transport,New,Glasgow Road,,88fdc726-0c3c-4f0e-b6e5-a7fb64ac5a45,Pavement,2023-11-10,,,A Road,31.284,,,Urban,,,,A814,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-21,Automated Process,2.26,1.3
4,"LINESTRING (-4.5600022 55.9429673, -4.5600765 55.9428122)",42ac090a-3a86-419f-b967-c963f45ece20,Transport,Modified Attributes,Leven Street,,62ce0958-b06f-433e-9f53-6b5281fc9ea8,Pavement,2023-11-10,,,Local Road,17.89,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-21,Automated Process,1.36,0.62
5,"LINESTRING (-4.5592394 55.9431681, -4.5592741 55.9431745, -4.5593152 55.9431813)",44155287-d1c3-4f68-beea-edfcbd7e6c7f,Transport,New,Glasgow Road,,7ee94fd1-a6f4-41b5-863c-2f2e32ef5f0a,Pavement,2023-09-14,,,A Road,4.96,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-21,Automated Process,2.42,1.38
6,"LINESTRING (-4.5598771 55.9432283, -4.5600017 55.9429682)",57965294-d261-495f-8f34-2ca6ca159ebd,Transport,New,Leven Street,,5018ca8d-74a8-44ef-b1cb-b2af17f6922e,Pavement,2023-09-14,,,Local Road,29.978,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,2.51,1.31
7,"LINESTRING (-4.5592318 55.9431946, -4.5592184 55.9432515)",6d7dc167-551e-4fbc-b0f3-fcc8fb377f6a,Transport,New,,,432105d8-cb9c-442d-b7ea-8cca4f28f3bf,Pavement,2023-09-14,,,Restricted Secondary Access Road,6.389,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-21,Automated Process,3.12,1.32
8,"LINESTRING (-4.5598763 55.9432299, -4.5600017 55.9429682)",6dcd8b5e-14ba-498b-8e29-15770cb0b8a9,Transport,New,Leven Street,,5018ca8d-74a8-44ef-b1cb-b2af17f6922e,Pavement,2023-09-14,,,Local Road,30.171,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-21,Automated Process,2.22,0.79
9,"LINESTRING (-4.5585463 55.9430382, -4.5585769 55.9430452, -4.5592378 55.9431678)",7cdd0c65-ead4-4a6d-96dd-1c72c46614b0,Transport,New,Glasgow Road,,5375d6b6-8ea6-448d-8144-30c0d9c3d262,Pavement,2023-09-14,,,A Road,45.558,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-21,Automated Process,3.77,0.68
10,"LINESTRING (-4.560138 55.9433205, -4.5602622 55.9433427, -4.5604192 55.9433635, -4.5604227 55.943364, -4.5609084 55.9434282)",83232998-f39a-4ed6-a745-e7ac5941616a,Transport,Modified Attributes,Glasgow Road,,f745b71f-7e40-4738-9127-9873c569b6a3,Pavement,2023-11-10,,,A Road,49.625,,,Urban,,,,A814,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-21,Automated Process,1.9,1.09
11,"LINESTRING (-4.5600017 55.9429682, -4.5600963 55.9427709, -4.560152 55.942644, -4.5601945 55.9425241)",8805ca09-9a23-467c-9868-550b777bb857,Transport,Modified Attributes,Leven Street,,62ce0958-b06f-433e-9f53-6b5281fc9ea8,Pavement,2023-11-10,,,Local Road,50.911,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-21,Automated Process,2.39,1.18
12,"LINESTRING (-4.5599172 55.943281, -4.560138 55.9433205)",c492ec14-20d9-46ca-8a03-b4d380ec985e,Transport,New,Glasgow Road,,0064abd1-c9b6-4419-b5c4-c0ae97ace8b8,Pavement,2023-09-14,,,A Road,14.483,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,3.11,1.28
13,"LINESTRING (-4.559857 55.9432703, -4.560138 55.9433205)",df140249-428a-401b-a511-c5812174f7b4,Transport,New,Glasgow Road,,0064abd1-c9b6-4419-b5c4-c0ae97ace8b8,Pavement,2023-09-14,,,A Road,18.431,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-21,Automated Process,2.12,1.19
14,"LINESTRING (-4.5601418 55.9433212, -4.5602622 55.9433427, -4.5609073 55.943428)",ed4c3945-7878-49ca-9173-9ab6b7e6f291,Transport,Modified Attributes,Glasgow Road,,f745b71f-7e40-4738-9127-9873c569b6a3,Pavement,2023-11-10,,,A Road,49.308,,,Urban,,,,A814,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-21,Automated Process,2.25,1.18
15,"LINESTRING (-4.5592381 55.9431678, -4.5592741 55.9431745, -4.5593163 55.9431815)",fe5cb53b-ce7e-4d46-bdee-091cb448f76a,Transport,New,Glasgow Road,,7ee94fd1-a6f4-41b5-863c-2f2e32ef5f0a,Pavement,2023-09-14,,,A Road,5.119,,,Urban,,,,A814,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-21,Automated Process,1.63,1.25
0,"LINESTRING (-3.6132428 55.0694217, -3.6140152 55.0699879)",25e91436-bcb6-4cd1-bd4c-1d6a10cadc23,Transport,Modified Attributes,Irish Street,,ac1d75f2-9958-46b2-a2de-4ce2a45830de,Pavement,2023-12-08,,,Local Road,80.032,,,Urban,,,,,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2019-02-18,Automated Process,1.54,1.03
1,"LINESTRING (-3.6147155 55.0698254, -3.6145299 55.069881, -3.6140561 55.0700114)",2a6bfde0-6200-4dfe-aeb5-abf518c8379d,Transport,Modified Attributes,Buccleuch Street,,a2bf7e6f-589b-4320-9a85-d0f35b96c856,Pavement,2023-12-08,,,A Road,46.93,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2019-02-18,Automated Process,2.88,1.19
2,"LINESTRING (-3.613864 55.0700696, -3.6131494 55.0702825)",2b549832-03a4-46f5-8de5-b5248371b213,Transport,Modified Attributes,Buccleuch Street,,86f2b4c6-1ae6-48d0-a3f7-d46058b1d532,Pavement,2023-12-08,,,A Road,51.427,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2023-06-02,Automated Process,2.94,1.18
3,"LINESTRING (-3.6137968 55.0700896, -3.6130747 55.0703047)",3a813747-d24c-4037-89e3-aadac5105598,Transport,Modified Attributes,Buccleuch Street,,86f2b4c6-1ae6-48d0-a3f7-d46058b1d532,Pavement,2023-12-08,,,A Road,51.966,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2018-06-27,Automated Process,2.4,1.07
4,"LINESTRING (-3.6147139 55.0698259, -3.6145299 55.069881, -3.6140504 55.070013)",53fd1cab-f906-4a03-9e13-355cf38ea1ae,Transport,Modified Attributes,Buccleuch Street,,a2bf7e6f-589b-4320-9a85-d0f35b96c856,Pavement,2023-12-08,,,A Road,47.22,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2023-06-02,Automated Process,2.58,0.88
5,"LINESTRING (-3.613809 55.0700303, -3.6137805 55.07001)",59d76327-c407-4cec-a8af-7b31151fef8e,Transport,Modified Attributes,Greyfriars' Street,,1071fa49-a25d-49f4-9231-748bfdba391f,Pavement,2023-12-08,,,Local Road,2.902,,,Urban,,,,,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2018-06-27,Automated Process,0.72,0.72
6,"LINESTRING (-3.6140497 55.0700132, -3.613864 55.0700696)",b2fb1faf-a5e3-4b79-9f09-a9355e123ddd,Transport,Modified Attributes,Buccleuch Street,,3d5733b3-fe85-470d-bd88-7f93df02ea4d,Pavement,2023-12-08,,,A Road,13.416,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2023-06-02,Automated Process,2.77,1.42
7,"LINESTRING (-3.6138242 55.0700412, -3.6137913 55.0700177)",b66c6774-8e4c-4261-a637-4597e36a7caf,Transport,Modified Attributes,Greyfriars' Street,,1071fa49-a25d-49f4-9231-748bfdba391f,Pavement,2023-12-08,,,Local Road,3.348,,,Urban,,,,,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2018-06-27,Automated Process,1.37,1.37
8,"LINESTRING (-3.6139865 55.0700323, -3.613869 55.070068)",cc4e2b31-9cb4-460b-b850-972ce078d2f2,Transport,Modified Attributes,Buccleuch Street,,3d5733b3-fe85-470d-bd88-7f93df02ea4d,Pavement,2023-12-08,,,A Road,8.493,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2018-06-27,Automated Process,1.47,1.05
9,"LINESTRING (-3.6132931 55.0694586, -3.6139881 55.069968)",dc6eb9ea-1ef2-4d6b-9e7f-a2152284ba66,Transport,Modified Attributes,Irish Street,,ac1d75f2-9958-46b2-a2de-4ce2a45830de,Pavement,2023-12-08,,,Local Road,72.001,,,Urban,,,,,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2018-06-27,Automated Process,1.3,1.05
10,"LINESTRING (-3.6150819 55.0697158, -3.6147155 55.0698254)",f17a2bd0-51e8-484a-b299-4eb0af23dbbe,Transport,Modified Attributes,Buccleuch Street,,783392d7-bb13-4eb0-ac56-7347ac472cdf,Pavement,2023-12-08,,,A Road,26.392,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Left,2023-12-04,2023-06-02,Automated Process,2.87,1.12
11,"LINESTRING (-3.6150819 55.0697158, -3.6147155 55.0698254)",f6222b5c-b311-4f6e-9e93-ea57654dff4e,Transport,Modified Attributes,Buccleuch Street,,783392d7-bb13-4eb0-ac56-7347ac472cdf,Pavement,2023-12-08,,,A Road,26.392,,,Urban,,,,A780,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2019-02-18,Automated Process,2.11,0.51
0,"LINESTRING (-3.1832853 55.9446708, -3.1832954 55.9446464, -3.1832272 55.944471)",087b6008-4b93-41c0-a077-256c9d4019be,Transport,New,Haddon's Court,,7e7550c4-2dbe-44a7-bf7c-332394ea86cb,Pavement,2023-09-14,,,Local Road,22.771,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2015-09-03,Automated Process,2.68,0.62
