,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m,distance_to_point,bearing_to_point,site
18,"LINESTRING (416062.843332704 430677.98438319284, 416050.41063569643 430655.3895369759, 416010.9959624192 430583.7595299864)",59ff7e83-93f2-43b8-b3be-79f9bcd46abd,Transport,New,Raymond Street,,99781e4b-8901-48c4-bbb4-58c0fd160fe9,Pavement,2023-09-14,,,Local Road,107.552,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.66,1.26,81.05513716907264,18.43364387526924,BDMA
19,"LINESTRING (415885.3495392884 430589.85444124986, 415888.72114144376 430586.83951516275, 415896.5841917852 430581.00258807477)",5fb6fa51-b63f-4724-a969-e0858c706760,Transport,New,Mayo Avenue,,06e08768-cde9-41e2-9420-7ebfdbff6fa0,Pavement,2023-09-14,,,A Road Primary,14.321,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.57,1.09,36.28583008489133,297.3832861251014,BDMA
20,"LINESTRING (415868.6645929847 430639.69859414955, 415868.4277246836 430629.784487011, 415866.30629777844 430623.6468954248)",6051d310-eddf-4859-9772-cadd2b74d114,Transport,Modified Attributes,Manchester Road,,bb189005-be9d-4b06-a1a1-eca1bda3facf,Pavement,2023-11-10,,,A Road,16.408,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,0.79,0.79,84.20312833055657,342.78659733255637,BDMA
21,"LINESTRING (415865.1259000902 430610.1136482202, 415875.2744170918 430598.86598947877, 415882.6853130576 430592.237567469)",63491fa1-fa93-4169-8b7b-cbd06214d690,Transport,New,Mayo Avenue,,29c82328-32e5-46ae-8e57-ed8d0e73217c,Pavement,2023-09-14,,,A Road Primary,25.096,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.94,1.48,53.34507246577054,312.11862677849433,BDMA
22,"LINESTRING (415928.6384500534 430553.1398691365, 415939.01932280225 430549.2808294004)",63a9fc5f-78ba-4496-9ae4-e54d111a7ce6,Transport,Modified Attributes,Mayo Avenue,,59d6da1d-925f-4657-b355-974f68d2c8d9,Pavement,2023-11-10,,,A Road Primary,11.074,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,2.19,0.88,16.95433250477278,171.74523517216937,BDMA
23,"LINESTRING (415846.7335736509 430613.06696393853, 415841.650761522 430615.3641040425)",6ebcaba8-f7f8-4669-8f84-fa1cf2773b6c,Transport,New,Mayo Avenue,,d8574536-6eb8-41c1-8f61-fedf27a571c9,Pavement,2023-11-10,,,A Road Primary,5.578,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,1.52,0.79,94.79338553011928,323.660720600065,BDMA
24,"LINESTRING (416003.7836790028 430570.6508108933, 415999.7802749587 430563.6500657139, 415993.78014001093 430552.64829925064, 415990.42823875434 430545.93904953706)",76424f3f-3132-44da-aeeb-5bae5beabb36,Transport,New,Raymond Street,,74d30654-292d-49c9-8e0b-1b4e6271e7d7,Pavement,2023-09-14,,,Local Road,28.101,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-04-21,Automated Process,1.73,1.18,63.957298966694374,96.16183083695603,BDMA
25,"LINESTRING (415938.63926851016 430542.7708062376, 415939.5674232779 430547.0240941788)",7727949c-9aef-4178-97c3-a60c3c476cc0,Transport,New,,,67f8ac10-f46a-4b53-816c-c3cd0c489208,Pavement,2023-09-14,,,Restricted Local Access Road,4.347,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.14,0.88,24.39043441495402,162.36796725217778,BDMA
26,"LINESTRING (415846.7335736509 430613.06696393853, 415845.30344788416 430613.02878007025, 415833.0321459108 430614.6342173824)",783e7330-1e4c-4e19-b62f-94281a791c4c,Transport,New,Mayo Avenue,,22c8b2af-901e-4714-924b-b7724d470a6d,Pavement,2023-09-14,,,A Road,13.806,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,2.99,0.91,94.79338553011928,323.42211937625825,BDMA
27,"LINESTRING (415960.3381957416 430540.5522339975, 415947.96405361523 430537.4173261897, 415947.247019722 430537.003237401)",796d8062-d3a4-4b6d-b19a-fd8fff75db22,Transport,New,,,5b3abc39-89bd-4982-afdc-d6a528b3cfc3,Pavement,2023-09-14,,,Restricted Local Access Road,13.597,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-05-15,Automated Process,2.42,1.0,36.59295376904335,144.51132651532942,BDMA
28,"LINESTRING (415952.10016918794 430544.1848281865, 415960.3381957416 430540.5522339975)",8857dd0a-2480-4ad5-bf17-1b2bc070de9f,Transport,New,Mayo Avenue,,ef142da0-4368-4fe8-a852-cd7aa7d81a60,Pavement,2023-09-14,,,A Road Primary,9.011,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,2.11,1.4,33.187316542369636,137.88248562507755,BDMA
29,"LINESTRING (416010.56363864284 430582.96811245463, 416003.7836790028 430570.6508108933)",88e2fea3-7bc9-4fec-a298-0528e5e73775,Transport,New,Raymond Street,,5d9155ab-ae11-47f1-ba29-fbb10b9c4fd5,Pavement,2023-09-14,,,Local Road,14.062,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-04-21,Automated Process,1.37,1.37,72.65461438463343,75.21836333812473,BDMA
30,"LINESTRING (415994.95504626853 430573.52475385845, 415996.9943873213 430572.7305963923)",8a9e7110-b121-451f-acea-0fb922061ecb,Transport,New,,,a31c8bbe-dcca-4785-9a0e-7b704db7f93b,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.19,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.07,1.07,63.9245024835837,80.18577543697802,BDMA
31,"LINESTRING (415995.8856247805 430573.1607509366, 415998.40012327075 430572.19018918707)",90909954-7c8c-41e9-9a6f-7c4f396414c4,Transport,New,,,a31c8bbe-dcca-4785-9a0e-7b704db7f93b,Pavement,2023-09-14,,,Restricted Secondary Access Road,2.697,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.23,0.93,64.83434162922721,80.57950218786789,BDMA
32,"LINESTRING (415864.8914792021 430693.50260174845, 415865.3590169766 430664.2426629646, 415867.48228289204 430652.2002953149, 415868.64399651886 430639.9432979261)",920d6ee0-a4f4-4b44-a0a5-af1df350f0d8,Transport,New,Manchester Road,,eef5efb1-b935-49a5-9ab8-6a9f63ef6e62,Pavement,2023-09-14,,,A Road,53.804,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.96,1.2,93.85925790164207,15.09324937175603,BDMA
33,"LINESTRING (415818.34468924854 430640.9647876163, 415819.6531250416 430639.9455804039, 415820.3470006564 430639.4027318347, 415820.72365366126 430639.11471820646, 415822.1906832751 430637.9736572454, 415826.6578350513 430634.5061946295, 415839.1634340272 430621.9979998589, 415845.7409669752 430614.24298955826)",95e8aba3-2886-48bd-9b14-ec26d6c30876,Transport,New,Mayo Avenue,,48abebc1-3932-4855-8b33-67a115c4c88f,Pavement,2023-09-14,,,A Road Primary,38.383,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.33,0.89,96.21441102458219,338.29670699406245,BDMA
34,"LINESTRING (415843.2086192229 430614.65727067506, 415826.4222026938 430622.2333719748, 415816.79372181307 430627.8308476412, 415816.66823278245 430627.90830907784, 415816.2720302215 430628.1295011655, 415815.3335051872 430628.9051768448)",99df0091-af7c-4fe4-8020-d52f1ff45d09,Transport,New,Mayo Avenue,,d8574536-6eb8-41c1-8f61-fedf27a571c9,Pavement,2023-11-10,,,A Road Primary,31.368,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,5.93,0.93,98.65603907780263,332.0082424963285,BDMA
35,"LINESTRING (415867.7897308905 430648.9747754751, 415868.6645929847 430639.69859414955)",9d5f335f-597e-4a18-8deb-bf2606e436f1,Transport,New,Manchester Road,,eef5efb1-b935-49a5-9ab8-6a9f63ef6e62,Pavement,2023-09-14,,,A Road,9.318,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.13,0.95,93.66307452613286,354.8382625652071,BDMA
36,"LINESTRING (415942.8997868958 430547.83643512893, 415947.598559825 430546.0944081703)",9e3fa71a-dcac-4dbf-b557-83adea17850f,Transport,New,Mayo Avenue,,6c6ab6d4-08bd-4997-9a7e-6c5daf706ed0,Pavement,2023-09-14,,,A Road Primary,5.015,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.26,1.25,25.01379950387112,148.30358107261634,BDMA
37,"LINESTRING (415993.214003211 430538.8389516652, 415999.7862145412 430536.64716346737, 416008.2136197832 430533.5493462592)",a7b1546d-3dbc-46ae-9e7c-78f85aa82710,Transport,New,Mayo Avenue,,80c27e9d-1ed3-4be4-9814-df9c0cb38bd5,Pavement,2023-09-14,,,A Road Primary,15.907,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-04-21,Automated Process,3.04,0.8,69.4223448489982,117.76428455953612,BDMA
38,"LINESTRING (416011.8872732886 430521.20077855326, 416048.56681331625 430507.72944147827)",a8585929-4f2d-47d6-9526-4aa7fac82b21,Transport,New,Mayo Avenue,,4172f937-7732-43a5-9e3b-30af0ab0d31a,Pavement,2023-09-14,,,A Road Primary,39.082,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-15,Automated Process,2.22,1.23,94.3071432113688,134.67953791363755,BDMA
39,"LINESTRING (415857.75343713525 430615.12895007536, 415855.1283220519 430613.7293668116)",aa65cac4-81a8-4f80-8f22-afecf8ae08e9,Transport,New,Manchester Road,,ca5690b6-168d-4340-acaf-abc2d7bb3b35,Pavement,2023-09-14,,,A Road,2.978,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.24,1.2,86.19348915398638,324.09097956457,BDMA
40,"LINESTRING (416003.73041769484 430524.19937299646, 416011.74208045576 430521.2559157732)",b9d40a59-67b3-4eea-b96e-128bee11d00a,Transport,New,Mayo Avenue,,336736e4-167d-4cba-8e06-d08af2980eca,Pavement,2023-09-14,,,A Road Primary,8.537,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.86,1.1,85.78952187348384,129.0640632147302,BDMA
41,"LINESTRING (415873.35594864713 430622.50238547265, 415874.03661465005 430620.01244174456)",bfcb9a72-5a64-41c9-b9c8-9a66be0373d0,Transport,Modified Attributes,Manchester Road,,9824b21c-eb3b-44d6-b552-b1cae226e404,Pavement,2023-11-10,,,A Road,2.582,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,0.93,0.93,75.96225191915401,333.67621408411964,BDMA
42,"LINESTRING (415868.6645929847 430639.69859414955, 415868.4277246836 430629.784487011, 415866.30629777844 430623.6468954248, 415864.2202968395 430620.6914741113)",c1978fb7-622f-42df-8676-402b8e3cc2e8,Transport,Modified Attributes,Manchester Road,,bb189005-be9d-4b06-a1a1-eca1bda3facf,Pavement,2023-11-10,,,A Road,20.027,,,Urban,,,,A641,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,4.39,0.91,84.00045912484133,341.06879062099836,BDMA
43,"LINESTRING (416001.5428408679 430566.72683644353, 415999.7802749587 430563.6500657139, 415993.78014001093 430552.64829925064, 415989.24980950105 430543.5874570684)",d5ffc151-9438-4461-bfb4-5f2270c4f173,Transport,New,Raymond Street,,74d30654-292d-49c9-8e0b-1b4e6271e7d7,Pavement,2023-09-14,,,Local Road,26.211,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.88,1.1,63.80001837013657,99.92012400379798,BDMA
44,"LINESTRING (416008.38521424826 430533.48317251366, 416018.7858947332 430529.6466285419, 416044.7792588828 430518.65345878585, 416085.78160893917 430501.6479139773, 416086.7834585173 430501.6513318345)",d828eab1-af86-428c-8ef0-f5d59087e6cc,Transport,Modified Attributes,Mayo Avenue,,97822a25-a592-4d41-b975-9451c58b9fbd,Pavement,2023-11-10,,,A Road Primary,84.697,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-04-21,Automated Process,4.15,0.92,85.40972358368369,132.6775059103532,BDMA
45,"LINESTRING (416008.27301496116 430533.52729580214, 416017.6771955815 430530.0545260763)",d8a9149e-49cd-4b9e-8d41-585e9e76671e,Transport,Modified Attributes,Mayo Avenue,,97822a25-a592-4d41-b975-9451c58b9fbd,Pavement,2023-11-10,,,A Road Primary,10.018,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,1.94,1.23,85.28942243783759,119.18195382494685,BDMA
46,"LINESTRING (415868.6645929847 430639.69859414955, 415869.4453535477 430636.84182692226)",dae55b5d-c618-4c0b-9b51-ddfd17a3f85a,Transport,New,Manchester Road,,2209812a-fad6-4614-bcad-5e3f2c608662,Pavement,2023-09-14,,,A Road,2.963,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.52,1.42,91.02337895967317,349.27203256159754,BDMA
47,"LINESTRING (415847.7724671071 430611.84658988833, 415847.904809785 430611.6912699756, 415850.76347360207 430608.3185592713)",dd942080-d537-4db9-be94-b4de28c3f867,Transport,New,Mayo Avenue,,4ac79778-0457-44ea-a19c-eac7b46d9d7d,Pavement,2023-11-10,,,A Road Primary,4.621,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,4.75,1.22,89.07567504089573,319.3531196766087,BDMA
48,"LINESTRING (415868.6645929847 430639.69859414955, 415869.4453535477 430636.84182692226)",e084f661-d297-4b86-b12c-a3111869adee,Transport,New,Manchester Road,,2209812a-fad6-4614-bcad-5e3f2c608662,Pavement,2023-09-14,,,A Road,2.963,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.71,0.95,91.02337895967317,349.27203256159754,BDMA
49,"LINESTRING (415896.5841917852 430581.00258807477, 415903.7865095249 430575.65299182886, 415911.7818143 430571.6523342832, 415928.78089224454 430563.654466485, 415932.16000947845 430562.33075638744)",e591648f-17be-4f40-98dd-107418d3368a,Transport,New,Mayo Avenue,,1e29a733-c2db-463e-a7b3-993013a3c0c5,Pavement,2023-09-14,,,A Road Primary,40.322,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,2.84,1.13,6.661354653168224,275.0249692637814,BDMA
50,"LINESTRING (415874.0366521037 430620.0013158205, 415874.33024945256 430618.9342034515, 415875.8325056027 430611.25116090884)",e65b5502-6ef7-4b84-a64a-0dd8576ef852,Transport,New,Manchester Road,,5bacd7bf-69f2-4290-8e93-d7fcc961b4ee,Pavement,2023-09-14,,,A Road,8.925,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.82,1.04,69.04522777811776,328.29652546015114,BDMA
51,"LINESTRING (415851.52446396044 430607.4199073418, 415854.9720860996 430603.3482379606, 415857.5726643854 430600.2861930269, 415859.80048403994 430598.3132486029, 415864.2230617645 430594.4006298422, 415874.2118524258 430585.5779101547)",e84d376a-9f70-4a5d-8733-81a568f72cdb,Transport,New,Mayo Avenue,,4ac79778-0457-44ea-a19c-eac7b46d9d7d,Pavement,2023-11-10,,,A Road Primary,31.564,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2014-10-02,Automated Process,1.96,1.48,59.03805551953857,305.2204980120348,BDMA
52,"LINESTRING (415863.9185355805 430620.26766905526, 415863.4724845381 430619.6319836804, 415861.8635777177 430617.87978175725)",e9485b36-8b91-4b57-8b7a-f0ee3eff8be7,Transport,New,Manchester Road,,40d5b0cb-3113-49bc-a0fd-58bf25ce63e0,Pavement,2023-09-14,,,A Road,3.15,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.37,1.04,83.96564375712897,329.5382784356974,BDMA
53,"LINESTRING (415874.5754434379 430585.256478728, 415879.7847355801 430580.6455820241, 415901.78357913595 430565.65504530526, 415913.7832391246 430558.65273716685, 415928.6384500534 430553.1398691365)",ee1768f6-9926-4502-81e5-b0d3ca60a1a1,Transport,New,Mayo Avenue,,7782f668-1ec7-4ed9-ac09-fffeab981630,Pavement,2023-09-14,,,A Road Primary,63.314,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,2.86,1.38,16.58997194878702,267.89430830064646,BDMA
54,"LINESTRING (415876.52939065103 430607.860062202, 415879.99520607496 430598.39233862946, 415884.5543478505 430591.1201321089)",eec75216-a7fe-4b09-b5c7-79ef4c5eac71,Transport,New,Manchester Road,,5bacd7bf-69f2-4290-8e93-d7fcc961b4ee,Pavement,2023-09-14,,,A Road,18.666,,,Urban,,,,A641,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2014-10-02,Automated Process,1.82,1.04,51.180451139131804,311.8934517236831,BDMA
55,"LINESTRING (415855.5080497475 430602.72698130587, 415857.5726643854 430600.2861930269, 415873.9804933773 430585.7774002034)",f08c28aa-bcb0-4a94-ab5f-f28d9bc5055e,Transport,Modified Attributes,Mayo Avenue,,4ac79778-0457-44ea-a19c-eac7b46d9d7d,Pavement,2023-11-10,,,A Road Primary,25.096,,,Urban,,,,A6177,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2014-10-02,Automated Process,4.75,1.22,59.314205702053016,303.1317966935652,BDMA
56,"LINESTRING (415864.9869658321 430610.26894547464, 415867.40831791353 430607.5845886386)",fc96c52b-52f0-4d04-9633-f318cb3c46d3,Transport,New,Mayo Avenue,,29c82328-32e5-46ae-8e57-ed8d0e73217c,Pavement,2023-09-14,,,A Road Primary,3.615,,,Urban,,,,A6177,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2014-10-02,Automated Process,1.26,1.06,74.02845509896277,319.41413346829245,BDMA
0,"LINESTRING (359538.62711414055 173548.31029534416, 359537.3871764766 173542.6812462026, 359538.92399497394 173533.25964514242, 359543.8444309883 173517.72724788118, 359545.9250364103 173511.1485874285, 359549.87085412105 173491.88692082814, 359548.989554718 173473.72033738473, 359548.89533467696 173473.23171340284, 359545.38298618153 173455.35303518985)",03018722-dcff-4cac-8335-b718edca71b6,Transport,Modified Attributes,Bond Street South,,1c3788e6-080d-4ae6-9f5e-0481a3042471,Pavement,2023-11-10,,,A Road Primary,95.069,,,Urban,,,,A4044,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-08-24,Automated Process,3.84,0.7,75.52959385144497,23.30435446153757,BR11
1,"LINESTRING (359537.0621649444 173430.4612472367, 359536.0715724746 173428.22246938339)",07576c45-bd24-41aa-a2c2-bfd0246365ca,Transport,New,Bond Street South,,efd12427-19a0-4b1c-a372-fc2e570fe1f7,Pavement,2023-09-14,,,A Road Primary,2.449,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-11-20,Automated Process,1.52,1.15,46.86814388513213,359.7876546643667,BR11
2,"LINESTRING (359467.6113752979 173309.03873566008, 359469.5797251791 173314.5062400694)",09320b1b-7c7d-4bce-a3ce-445813722e3a,Transport,New,Bond Street South,,8839a461-3b9a-4e77-a4d1-f121f217ccd2,Pavement,2023-09-14,,,A Road,5.809,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2020-07-30,Automated Process,1.58,1.02,87.07238670450224,134.0887512993978,BR11
3,"LINESTRING (359519.96956709976 173426.96061096003, 359518.81783809233 173424.55628928466)",09a614ee-b16c-4a85-86e3-055223e43c72,Transport,New,Bond Street South,,7879cea0-c994-4f77-82e0-b74062f00c88,Pavement,2023-09-14,,,A Road Primary,2.669,,,Urban,,,,A4044,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2013-11-20,Automated Process,1.56,1.39,41.59442405958642,0.4054520299645219,BR11
4,"LINESTRING (359484.1828529779 173350.78134187486, 359481.3468742168 173344.55332987168, 359479.9673166935 173339.72620517097, 359477.17969225656 173329.98320726823)",0a96e265-a12d-47ed-a529-521e7f6d5e6b,Transport,Modified Attributes,Bond Street South,,e86e2498-62c0-40f9-a89c-b87c159ba4ab,Pavement,2023-12-08,,,A Road Primary,21.998,,,Urban,,,,A4044,2023-12-09T00:00:00Z,Ordnance Survey,Right,2023-12-04,2012-05-24,Automated Process,5.23,1.05,50.64476294838222,126.15944519684388,BR11
5,"LINESTRING (359574.0707887473 173458.71688737208, 359563.6079258468 173452.7386680034, 359561.92197786795 173452.17374959076, 359560.45791237353 173451.55145285034)",0e161a51-eb55-4001-b67e-3d5b03a0be6c,Transport,New,,,60672187-c159-4786-af8d-81a270905d17,Pavement,2023-09-14,,,Local Access Road,15.416,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,0.92,0.53,77.90611399773137,18.733136884647763,BR11
6,"LINESTRING (359490.7122017733 173305.2618378286, 359490.57464697433 173302.8271832316, 359491.30122625805 173290.2644678678, 359492.4836533634 173282.5807415892)",0fb298ad-d4a0-4788-ae5f-57448c7fada0,Transport,Modified Attributes,Bond Street South,,dbaedeb6-be3d-4d6a-ad30-1bab5e041128,Pavement,2023-11-10,,,A Road Primary,22.795,,,Urban,,,,A4044,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-08-24,Automated Process,2.78,0.95,84.38675910507624,158.47728985611832,BR11
7,"LINESTRING (359606.4997916099 173340.26351131976, 359607.2870245831 173344.01653403917, 359615.45811101206 173354.48418701638)",115a40a9-6292-471b-95e1-0c74c3bd8f8a,Transport,New,New Street,,b549c493-81ff-4911-acab-ca00ec792e11,Pavement,2023-09-14,,,Local Road,17.117,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-08-24,Automated Process,1.35,0.95,92.84682178314152,273.7435460331166,BR11
8,"LINESTRING (359580.5087707774 173453.11565033993, 359585.2820864854 173443.51257939992, 359590.621413469 173433.43787576776)",13430acb-a60b-47f5-a80f-25ea34e5d5d6,Transport,New,Tucker Street,,29d8b26b-9d17-483c-a0e9-842e236445f8,Pavement,2023-09-14,,,Local Road,22.127,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-08-24,Automated Process,0.83,0.66,84.16570781194989,14.545988832851037,BR11
9,"LINESTRING (359466.4998616694 173298.6261503686, 359467.554459929 173308.87235783658, 359467.6113752979 173309.03873566008)",1ca3f939-c1fa-4c7d-a5db-2bbd8ea13963,Transport,New,Bond Street South,,8f49bc48-2049-45a7-8bde-42da6f80dad6,Pavement,2023-09-14,,,A Road,10.479,,,Urban,,,,A420,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2013-09-01,Automated Process,2.77,0.75,92.6124758833517,137.7967880687308,BR11
